	doi	registration_agency
5310	10.1016/B978-0-12-805052-1.00003-6	Crossref
5311	10.1007/s00267-016-0774-3	Crossref
5312	10.1016/j.jembe.2012.06.002	Crossref
5313	10.1038/s41561-018-0213-6	Crossref
5314	10.1029/2012GL053196	Crossref
5315	10.1002/grl.50439	Crossref
5316	10.1016/j.pocean.2007.08.007	Crossref
5317	10.1007/s12237-015-0003-y	Crossref
5318	10.1016/j.rsma.2016.07.002	Crossref
5319	10.1098/rsta.2012.0167	Crossref
5320	10.1016/j.psep.2012.10.007	Crossref
5321	10.1016/j.marpol.2018.01.018	Crossref
5322	10.1111/ddi.12897	Crossref
5323	10.1002/lno.10650	Crossref
5324	10.1016/j.crm.2015.11.001	Crossref
5325	10.2113/gsjfr.46.1.25	Crossref
5326	10.4319/lo.2011.56.2.0599	Crossref
5327	10.1175/2011JPO4516.1	Crossref
5328	10.1002/2013GL058125	Crossref
5329	10.1098/rsos.140317	Crossref
5330	10.1016/j.envsci.2018.03.002	Crossref
5331	10.1016/j.csr.2010.07.002	Crossref
5332	10.1111/gcb.13471	Crossref
5333	10.1002/2015GB005248	Crossref
5334	10.1016/j.dsr2.2008.10.008	Crossref
5335	10.1002/2017GL074889	Crossref
5336	10.1146/annurev.fluid.36.050802.122121	Crossref
5337	10.1016/j.marpol.2015.12.020	Crossref
5338	10.1016/j.marpol.2014.10.030	Crossref
5339	10.1038/s41598-018-21247-7	Crossref
5340	10.1002/ecy.2479	Crossref
5341	10.1002/2015GB005181	Crossref
5342	10.1002/2016GB005421	Crossref
5343	10.1016/j.pocean.2007.04.015	Crossref
5344	10.1002/2016GL071668	Crossref
5345	10.1002/2015gl065364	Crossref
5346	10.1038/srep13479	Crossref
5347	10.1016/j.marpolbul.2008.04.016	Crossref
5348	10.1111/gcb.13680	Crossref
5349	10.5194/bg-10-5831-2013	Crossref
5350	10.5194/bg-2016-472	Crossref
5351	10.1016/j.marenvres.2016.06.006	Crossref
5352	10.1126/science.1197219	Crossref
5353	10.1016/j.dsr2.2014.05.015	Crossref
5355	10.3354/ame01346	Crossref
5356	10.1007/978-981-10-3889-1_32	Crossref
5357	10.1007/s12237-018-0408-5	Crossref
5358	10.1016/j.envsci.2017.08.017	Crossref
5359	10.1175/JPO-D-17-0091.1	Crossref
5360	10.1175/JPO-D-15-0109.1	Crossref
5361	10.1016/j.rser.2015.11.041	Crossref
5362	10.1016/j.marpolbul.2016.06.095	Crossref
5363	10.1186/s12862-015-0517-8	Crossref
5364	10.1007/s11356-018-1517-1	Crossref
5365	10.1007/s11430-017-9148-7	Crossref
5366	10.1016/j.ecolind.2015.07.003	Crossref
5367	10.1002/2016GL070567	Crossref
5368	10.1175/JPO-D-15-0105.1	Crossref
5369	10.1007/s00477-017-1399-7	Crossref
5370	10.1016/j.hal.2017.06.004	Crossref
5371	10.1088/1748-9326/aace42	Crossref
5372	10.1016/j.proeps.2015.07.085	Crossref
5373	10.1111/gcb.14635	Crossref
5374	10.1186/s40066-016-0075-3	Crossref
5375	10.1002/joc.5170	Crossref
5376	10.4337/jhre.2016.01.02	Crossref
5378	10.1080/08941920.2018.1471176	Crossref
5379	10.1525/elementa.191	Crossref
5380	10.1016/j.jmarsys.2013.11.002	Crossref
5381	10.1073/pnas.1808979115	Crossref
5382	10.1098/rspb.2009.0339	Crossref
5383	10.5194/bg-14-817-2017	Crossref
5384	10.1016/j.agrformet.2018.07.023	Crossref
5385	10.1257/aer.p20161102	Crossref
5386	10.1007/s11027-010-9220-7	Crossref
5387	10.1111/gcb.12700	Crossref
5388	10.1038/s41598-018-38034-z	Crossref
5389	10.1038/s41558-018-0096-y	Crossref
5390	10.1038/ngeo2731	Crossref
5391	10.1007/s10236-015-0814-1	Crossref
5392	10.1371/journal.pone.0206319	Crossref
5393	10.1038/ncomms15875	Crossref
5395	10.2112/JCOASTRES-D-18-00030.1	Crossref
5396	10.1029/2018JD029219	Crossref
5397	10.1038/nclimate1628	Crossref
5398	10.1002/2016GL070457	Crossref
5399	10.1029/2018GL077597	Crossref
5400	10.1002/2015GL064822	Crossref
5401	10.1038/nclimate3204	Crossref
5402	10.1002/2017JC013605	Crossref
5403	10.3390/ijerph15040793	Crossref
5404	10.5194/essd-8-165-2016	Crossref
5405	10.1007/s00382-014-2273-7	Crossref
5407	10.1002/wcc.337	Crossref
5408	10.1038/Nclimate2383	Crossref
5409	10.3354/meps12234	Crossref
5410	10.1098/rstb.2017.0304	Crossref
5411	10.1038/nature19853	Crossref
5413	10.1038/ncomms9208	Crossref
5414	10.1111/sjoe.12098	Crossref
5415	10.1007/s00382-013-1783-z	Crossref
5416	10.1175/BAMS-D-16-0159.1	Crossref
5417	10.1175/JCLI-D-16-0301.1	Crossref
5418	10.1016/j.csr.2014.09.014	Crossref
5419	10.1002/2017JC013326	Crossref
5420	10.1017/S0025315415001733	Crossref
5421	10.1175/JCLI-D-17-0898.1	Crossref
5422	10.1038/s41467-019-08471-z	Crossref
5423	10.6000/1927-5129.2017.13.92	Crossref
5424	10.1038/ncomms10082	Crossref
5426	10.1504/IJGW.2015.071963	Crossref
5427	10.1007/s00382-014-2274-6	Crossref
5429	10.1002/2015gl063306	Crossref
5430	10.1038/ngeo2740	Crossref
5431	10.1175/MWR-D-11-00195.1	Crossref
5432	10.1007/s00382-012-1525-7	Crossref
5433	10.1007/s10236-016-0970-y	Crossref
5434	10.1016/j.ijdrr.2018.02.027	Crossref
5435	10.1038/ncomms6752	Crossref
5436	10.1088/1748-9326/aa98a3	Crossref
5437	10.5194/cp-7-319-2011	Crossref
5438	10.1175/BAMS-D-17-0128.1	Crossref
5439	10.1016/j.learninstruc.2010.02.002	Crossref
5440	10.1023/A:1016164706290	Crossref
5442	10.5194/os-13-47-2017	Crossref
5443	10.1175/MWR-D-13-00104.1	Crossref
5444	10.1002/2015rg000493	Crossref
5445	10.1080/14693062.2014.876342	Crossref
5446	10.1016/j.mio.2016.04.001	Crossref
5447	10.1007/s00338-019-01767-y	Crossref
5448	10.1038/s41586-018-0006-5	Crossref
5449	10.1038/nclimate2100	Crossref
5450	10.1038/nature13327	Crossref
5451	10.1038/s41586-018-0776-9	Crossref
5452	10.1038/nclimate2492	Crossref
5453	10.1038/ngeo2009	Crossref
5454	10.1038/NCLIMATE2964	Crossref
5455	10.1007/s00382-010-0883-2	Crossref
5456	10.1073/pnas.1614303114	Crossref
5457	10.1002/2017EF000609	Crossref
5458	10.1002/ece3.2137	Crossref
5459	10.1111/gcb.12541	Crossref
5460	10.1002/2015GL064514	Crossref
5461	10.5670/oceanog.2016.32	Crossref
5462	10.1002/2016GL071134	Crossref
5463	10.1038/nclimate3181	Crossref
5464	10.1038/srep34275	Crossref
5465	10.1016/j.marpol.2012.08.002	Crossref
5466	10.1126/science.aam5776	Crossref
5467	10.1038/ngeo2399	Crossref
5468	10.1002/2014JC010547	Crossref
5469	10.1002/2013JC009393	Crossref
5471	10.1038/srep14346	Crossref
5473	10.1017/CBO9781107415324.028	Crossref
5474	10.1175/BAMS-D-18-0110.1	Crossref
5475	10.1175/BAMS-D-17-0071.1	Crossref
5476	10.1175/BAMS-D-12-00021.1	Crossref
5477	10.1175/BAMS-EEE_2014_ch10.1	Crossref
5478	10.1016/j.cosust.2016.03.002	Crossref
5479	10.1007/s00382-013-1892-8	Crossref
5480	10.1038/s41558-019-0446-4	Crossref
5482	10.1371/journal.pone.0190957	Crossref
5483	10.1038/s41558-018-0263-1	Crossref
5484	10.1126/science.aab3980	Crossref
5485	10.1002/2016GL070105	Crossref
5486	10.1126/science.1228246	Crossref
5488	10.1038/ngeo2234	Crossref
5489	10.5194/nhess-19-1067-2019	Crossref
5490	10.1016/j.marenvres.2014.11.006	Crossref
5491	10.1038/s41467-017-01454-y	Crossref
5492	10.1002/2016GL070597	Crossref
5494	10.1002/qj.776	Crossref
5495	10.1579/0044-7447(2008)37[241:TVOCWF]2.0.CO;2	Resource not found
5496	10.1073/pnas.1412797111	Crossref
5497	10.1002/2013GL058464	Crossref
5498	10.1038/s41467-017-01907-4	Crossref
5499	10.1108/DPM-05-2016-0097	Crossref
5500	10.1007/s00382-017-3636-7	Crossref
5501	10.1007/s00382-019-04661-z	Crossref
5502	10.1016/j.jeem.2016.09.005	Crossref
5503	10.1175/BAMS-D-18-0102.1	Crossref
5504	10.1175/BAMS-D-13-00085.1	Crossref
5505	10.1002/2016JC012326	Crossref
5506	10.1002/qj.828	Crossref
5507	10.1073/pnas.1619358114	Crossref
5508	10.5194/esd-9-1243-2018	Crossref
5509	10.1038/s41598-017-14546-y	Crossref
5510	10.1175/jcli-d-15-0396.1	Crossref
5511	10.1073/pnas.1422270112	Crossref
5512	10.1038/srep03876	Crossref
5513	10.1007/s00338-012-0974-0	Crossref
5514	10.1007/s00442-013-2701-0	Crossref
5515	10.1002/grl.50534	Crossref
5516	10.1016/j.gloenvcha.2012.08.003	Crossref
5518	10.5670/oceanog.2013.76	Crossref
5519	10.1038/nclimate3082	Crossref
5520	10.1175/2016BAMSStateoftheClimate.1	Crossref
5521	10.1007/978-90-481-3109-9_19	Crossref
5522	10.1002/wcc.341	Crossref
5523	10.1175/2009JCLI2867.1	Crossref
5524	10.3390/cli7010006	Crossref
5525	10.1038/s41598-018-20294-4	Crossref
5526	10.1007/s00382-013-1722-z	Crossref
5527	10.1073/pnas.1511451112	Crossref
5528	10.1371/journal.pone.0163977	Crossref
5529	10.1007/s00382-015-2918-1	Crossref
5530	10.1071/MF16322	Crossref
5531	10.1002/2015JC011290	Crossref
5532	10.1038/ngeo1854	Crossref
5533	10.1175/2018BAMSStateoftheClimate.1	Crossref
5534	10.5670/oceanog.2010.10	Crossref
5535	10.3389/fmars.2018.00367	Crossref
5536	10.1007/978-3-319-97400-2	Crossref
5538	10.1175/Jcli-D-15-0401.1	Crossref
5539	10.1073/pnas.1716222114	Crossref
5540	10.1038/NCLIMATE2106	Crossref
5541	10.6057/2012TCRR02.11	ISTIC
5542	10.1029/2012GL052014	Crossref
5543	10.1016/j.gloplacha.2015.03.002	Crossref
5544	10.1002/jgrc.20091	Crossref
5545	10.1029/2010JC006225	Crossref
5546	10.1016/j.gloenvcha.2011.11.014	Crossref
5547	10.1029/2018GL079022	Crossref
5548	10.1002/gbc.20051	Crossref
5549	10.1007/s00382-014-2126-4	Crossref
5550	10.1002/2015GB005133	Crossref
5551	10.1002/2014GL062509	Crossref
5552	10.1038/srep01277	Crossref
5553	10.1186/s40562-018-0102-2	Crossref
5554	10.1002/2017GL072577	Crossref
5556	10.1016/j.ecolind.2016.05.050	Crossref
5557	10.1029/2006GL027991	Crossref
5558	10.1017/CBO9781139177245	Crossref
5559	10.1038/nclimate2617	Crossref
5561	10.1016/j.ijdrr.2017.05.021	Crossref
5562	10.1098/rsta.2014.0170	Crossref
5564	10.1111/1365-2745.12300	Crossref
5565	10.1007/s00382-016-3263-8	Crossref
5566	10.1002/asl.716	Crossref
5567	10.1038/s41561-019-0353-3	Crossref
5568	10.1016/j.ecss.2009.10.019	Crossref
5569	10.1038/s41586-018-0383-9	Crossref
5570	10.1038/s41467-018-03163-6	Crossref
5573	10.1175/BAMS-D-16-0153.1	Crossref
5574	10.1175/BAMS-D-17-0112.1	Crossref
5575	10.1175/JCLI-D-12-00635.1	Crossref
5576	10.1126/science.1248667	Crossref
5577	10.3389/fmars.2017.00136	Crossref
5579	10.1080/10643380802238137	Crossref
5580	10.1073/pnas.1703568114	Crossref
5581	10.1111/j.1365-2486.2008.01823.x	Crossref
5582	10.1002/joc.5426	Crossref
5583	10.1175/JCLI-D-15-0326.1	Crossref
5584	10.1017/CBO9781107415379.005	Crossref
5585	10.1016/j.agrformet.2017.10.002	Crossref
5586	10.1002/2016GL071039	Crossref
5587	10.1007/s11852-016-0454-8	Crossref
5588	10.4324/9781315600734-36	Crossref
5589	10.1007/978-981-10-2531-0_10	Crossref
5590	10.1038/ncomms7346	Crossref
5591	10.1175/JCLI-D-16-0548.1	Crossref
5592	10.1016/j.ocecoaman.2017.03.006	Crossref
5593	10.1029/2018GL081253	Crossref
5595	10.5194/cp-8-483-2012	Crossref
5596	10.1038/nature14140	Crossref
5597	10.5194/gmd-9-3993-2016	Crossref
5598	10.1002/joc.3917	Crossref
5599	10.1073/pnas.1209542109	Crossref
5600	10.1007/s00382-012-1368-2	Crossref
5602	10.1175/JCLI-D-15-0728.1	Crossref
5603	10.1002/grl.50360	Crossref
5604	10.1088/1748-9326/10/9/094007	Crossref
5605	10.1088/1748-9326/10/10/105008	Crossref
5606	10.1596/1813-9450-6058	Crossref
5608	10.1007/s13753-016-0100-y	Crossref
5609	10.2112/JCOASTRES-D-13-00095.1	Crossref
5612	10.1007/s00382-013-1883-9	Crossref
5613	10.1007/s00382-015-2510-8	Crossref
5614	10.1016/j.pocean.2016.07.009	Crossref
5615	10.1016/j.pocean.2009.03.001	Crossref
5616	10.1029/2011GL047208	Crossref
5617	10.1111/j.1468-5973.2011.00637.x	Crossref
5618	10.1038/nature12047	Crossref
5619	10.1007/978-3-319-50094-2_19	Crossref
5620	10.5194/cp-13-267-2017	Crossref
5621	10.1002/2014GL060420	Crossref
5623	10.1371/journal.pone.0012210	Crossref
5624	10.1175/BAMS-D-17-0284.1	Crossref
5625	10.1175/1520-0477-95.9.S1.1	Crossref
5626	10.1175/BAMS-ExplainingExtremeEvents2014.1	Crossref
5627	10.5194/os-13-609-2017	Crossref
5628	10.1108/DPM-02-2015-0027	Crossref
5629	10.1007/s00227-012-2031-5	Crossref
5630	10.1038/Nclimate3252	Crossref
5631	10.1002/2015JD024391	Crossref
5633	10.1016/j.pocean.2015.12.014	Crossref
5634	10.5670/oceanog.2018.205	Crossref
5636	10.3390/jmse3031117	Crossref
5637	10.1016/j.gloplacha.2013.06.006	Crossref
5638	10.1007/s00382-013-1713-0	Crossref
5639	10.1029/2006GL028024	Crossref
5640	10.1126/science.aal4369	Crossref
5641	10.1038/s41558-018-0248-0	Crossref
5642	10.1073/pnas.1514182113	Crossref
5643	10.1175/JCLI-D-14-00006.1	Crossref
5644	10.1002/2016GL070888	Crossref
5646	10.1038/ngeo2571	Crossref
5647	10.1016/j.tourman.2016.09.008	Crossref
5650	10.1038/nature22901	Crossref
5651	10.1038/nature21707	Crossref
5652	10.1038/s41586-018-0041-2	Crossref
5653	10.1007/s00382-018-4098-2	Crossref
5654	10.1038/nclimate2314	Crossref
5655	10.1659/MRD-JOURNAL-D-15-00035.1	Crossref
5656	10.4102/jamba.v8i1.272	Crossref
5657	10.1007/s00382-015-2540-2	Crossref
5658	10.1038/ngeo2715	Crossref
5659	10.1007/s00382-013-1842-5	Crossref
5660	10.1007/s00382-016-3336-8	Crossref
5661	10.1029/2018GL078104	Crossref
5662	10.1175/BAMS-D-17-0119.1	Crossref
5663	10.1002/2016GL069716	Crossref
5664	10.1016/j.worlddev.2012.05.013	Crossref
5665	10.1038/nclimate2411	Crossref
5666	10.1038/nature13958	Crossref
5667	10.1002/2015GL066160	Crossref
5668	10.1016/j.dsr.2013.08.007	Crossref
5669	10.1080/14693062.2016.1191008	Crossref
5670	10.1002/2017GL076164	Crossref
5672	10.1007/s00382-014-2333-z	Crossref
5673	10.1007/s00382-017-3699-5	Crossref
5674	10.1175/BAMS-EEE_2014_ch13.1	Crossref
5675	10.1175/BAMS-D-17-0115.1	Crossref
5676	10.1175/BAMS-D-16-0139.1	Crossref
5677	10.1007/s00382-015-2787-7	Crossref
5678	10.1007/s00382-013-1961-z	Crossref
5680	10.1007/s00338-016-1524-y	Crossref
5681	10.1038/ncomms13428	Crossref
5682	10.1002/2014GL062398	Crossref
5683	10.1002/2016GL069789	Crossref
5684	10.1007/s10584-016-1798-7	Crossref
5685	10.1175/JCLI-D-13-00475.1	Crossref
5686	10.7837/kosomes.2017.23.6.677	Crossref
5687	10.1038/nclimate2326	Crossref
5688	10.1007/s00382-013-1792-y	Crossref
5689	10.1038/nclimate3296	Crossref
5690	10.1088/1748-9326/10/3/035005	Crossref
5691	10.1111/gcb.12881	Crossref
5692	10.1038/Ngeo779	Crossref
5694	10.1175/JCLI-D-13-00752.1	Crossref
5695	10.1016/j.ijdrr.2013.12.006	Crossref
5696	10.1080/14693062.2014.864947	Crossref
5697	10.1088/1748-9326/11/9/094023	Crossref
5698	10.1002/2016ef000362	Crossref
5699	10.1038/nature12534	Crossref
5700	10.1038/nature20783	Crossref
5701	10.1038/s41586-018-0158-3	Crossref
5702	10.1175/JCLI-D-16-0076.1	Crossref
5704	10.1002/2013GL058998	Crossref
5705	10.1038/nclimate2182	Crossref
5708	10.1029/2010GL046248	Crossref
5709	10.1017/dmp.2017.21	Crossref
5710	10.1111/disa.12002	Crossref
5712	10.1038/s41558-018-0359-7	Crossref
5713	10.1038/nclimate1840	Crossref
5714	10.1175/BAMS-D-16-0009.1	Crossref
5715	10.1175/BAMS-D-14-00123.1	Crossref
5716	10.1016/j.ijdrr.2014.10.006	Crossref
5717	10.1002/2014gb004853	Crossref
5720	10.4324/9781315684260-39	Crossref
5721	10.1002/2014GL062956	Crossref
5722	10.1038/ngeo2438	Crossref
5723	10.1038/s41467-019-10109-z	Crossref
5724	10.1029/2010GL044007	Crossref
5725	10.1175/JCLI-D-12-00690.1	Crossref
5726	10.1175/WCAS-D-16-0023.1	Crossref
5727	10.1038/nclimate2902	Crossref
5728	10.1002/2015GL064738	Crossref
5729	10.1029/147GM03	Crossref
5730	10.1111/ecog.00967	Crossref
5731	10.1002/wcc.252	Crossref
5732	10.1175/BAMS-D-17-0074.1	Crossref
5733	10.1175/JCLI-D-15-0565.1	Crossref
5734	10.1175/JCLI-D-16-0258.1	Crossref
5735	10.1029/2010GL045124	Crossref
5736	10.1038/nclimate2840	Crossref
5737	10.1038/ncomms1713	Crossref
5738	10.1038/nclimate1389	Crossref
5739	10.1016/j.oceaneng.2009.09.002	Crossref
5740	10.1016/j.gloenvcha.2009.07.007	Crossref
5741	10.1007/s10584-009-9796-7	Crossref
5742	10.1038/s41558-018-0316-5	Crossref
5743	10.1038/nclimate2801	Crossref
5744	10.1002/2017JC012713	Crossref
5745	10.3389/fmars.2018.00057	Crossref
5746	10.3390/rs61111579	Crossref
5747	10.1073/pnas.1114910109	Crossref
5748	10.1002/2015JC011351	Crossref
5749	10.1175/JCLI-D-13-00264.1	Crossref
5750	10.1007/s10236-015-0854-6	Crossref
5751	10.1126/sciadv.1601666	Crossref
5752	10.1038/ncomms15386	Crossref
5754	10.1038/nclimate2570	Crossref
5755	10.1002/2015GL064256	Crossref
5756	10.1175/bams-d-16-0057.1	Crossref
5757	10.1175/JCLI-D-15-0258.1	Crossref
5758	10.5194/nhess-17-1357-2017	Crossref
5759	10.1073/pnas.1210239109	Crossref
5760	10.1146/annurev-marine-010816-060415	Crossref
5761	10.1080/13549839.2015.1015974	Crossref
5762	10.1111/gcb.12597	Crossref
5763	10.1002/2013GB004585	Crossref
5764	10.1038/s41598-019-43841-z	Crossref
5765	10.1007/978-3-319-56469-2_1	Crossref
5766	10.1111/j.1539-6924.2009.01220.x	Crossref
5767	10.1175/JCLI-D-13-00678.1	Crossref
5769	10.1029/2018GL081070	Crossref
5770	10.1029/2011GL047436	Crossref
5772	10.1038/nature14117	Crossref
5773	10.1098/rsta.2013.0040	Crossref
5774	10.1007/s11069-015-1845-0	Crossref
5775	10.5194/cp-9-2135-2013	Crossref
5776	10.1007/s11069-012-0092-x	Crossref
5778	10.1126/science.1210299	Crossref
5780	10.1016/j.ssci.2012.04.014	Crossref
5781	10.1093/ijrl/eeq045	Crossref
5783	10.1029/2012gl052933	Crossref
5784	10.1038/nature14491	Crossref
5785	10.1016/j.pocean.2014.10.006	Crossref
5786	10.1038/s41558-018-0163-4	Crossref
5787	10.5194/cp-9-2269-2013	Crossref
5789	10.1007/s11069-015-1975-4	Crossref
5790	10.1016/j.gloplacha.2014.02.004	Crossref
5791	10.1016/j.envsci.2006.10.004	Crossref
5792	10.1175/MWR3330.1	Crossref
5793	10.1007/s11069-016-2170-y	Crossref
5794	10.1007/978-3-319-72026-5	Crossref
5795	10.1080/16000870.2017.1299910	Crossref
5796	10.1007/s00382-016-2975-0	Crossref
5799	10.1002/2013RG000431	Crossref
5800	10.1002/2013JC009228	Crossref
5801	10.1029/2018GL077408	Crossref
5802	10.1007/s10236-016-0942-2	Crossref
5803	10.1111/ele.12598	Crossref
5804	10.1038/s41467-018-04043-9	Crossref
5805	10.1007/s00382-017-3793-8	Crossref
5806	10.5194/esd-3-189-2012	Crossref
5807	10.1002/2016GL072488	Crossref
5808	10.1016/j.pocean.2013.11.001	Crossref
5809	10.5194/esd-8-477-2017	Crossref
5810	10.1111/fog.12382	Crossref
5811	10.5670/oceanog.2013.27	Crossref
5812	10.1073/pnas.1119150109	Crossref
5813	10.1002/2016EF000494	Crossref
5814	10.1016/j.jmarsys.2017.03.011	Crossref
5815	10.1007/s00382-016-3416-9	Crossref
5816	10.4324/9781315174815	Crossref
5817	10.1029/2018GL080903	Crossref
5818	10.1088/1748-9326/10/10/104004	Crossref
5819	10.1038/nature15546	Crossref
5820	10.1038/nclimate2688	Crossref
5821	10.1007/s00338-016-1479-z	Crossref
5822	10.4324/9781315165448-3	Crossref
5823	10.1038/s41598-017-07969-0	Crossref
5824	10.1016/j.tree.2015.12.010	Crossref
5825	10.1016/j.gloplacha.2018.05.005	Crossref
5826	10.1175/BAMS-D-13-00197.1	Crossref
5827	10.1175/JCLI-D-13-00476.1	Crossref
5829	10.1002/2017PA003084	Crossref
5830	10.1002/2015gl065194	Crossref
5831	10.1175/BAMS-EEE_2014_ch23.1	Crossref
5832	10.1175/JCLI-D-16-0424.1	Crossref
5833	10.1175/JCLI-D-11-00415.1	Crossref
5834	10.1175/JCLI-D-13-00130.1	Crossref
5835	10.1002/2017jd027007	Crossref
5836	10.1007/978-3-319-50094-2_9	Crossref
5837	10.1080/17565529.2015.1064809	Crossref
5838	10.1002/2014RG000477	Crossref
5839	10.1108/DPM-03-2017-0066	Crossref
5840	10.1175/BAMS-D-17-0116.1	Crossref
5841	10.1890/ES11-00325.1	Crossref
5842	10.1126/science.aaa4521	Crossref
5843	10.1016/j.dsr2.2004.03.001	Crossref
5844	10.1126/science.258.5086.1315	Crossref
5845	10.1073/pnas.1609244114	Crossref
5846	10.1038/nclimate2975	Crossref
5847	10.1007/s10584-016-1646-9	Crossref
5848	10.1007/s10584-017-1990-4	Crossref
5849	10.1016/j.jmarsys.2013.02.006	Crossref
5850	10.1002/2016JC011777	Crossref
5851	10.5194/os-3-273-2007	Crossref
5852	10.1007/s00382-019-04707-2	Crossref
5853	10.1038/ncomms16101	Crossref
5854	10.1038/s41467-018-03732-9	Crossref
5855	10.1002/2013JC009591	Crossref
5856	10.1002/2015JC010993	Crossref
5857	10.1175/BAMS-D-17-0093.1	Crossref
5858	10.1175/JCLI-D-13-00259.1	Crossref
5859	10.1038/s41558-018-0105-1	Crossref
5860	10.1038/s41586-019-1181-8	Crossref
5861	10.1016/j.ijdrr.2017.01.002	Crossref
5862	10.5194/esd-9-817-2018	Crossref
5863	10.1016/j.envsci.2015.04.016	Crossref
5864	10.1038/srep41354	Crossref
5865	10.1002/2013GL058454	Crossref
5866	10.1108/09653560710758323	Crossref
5867	10.1504/IJGENVI.2008.017256	Crossref
5868	10.1016/j.cosust.2017.11.002	Crossref
5869	10.1007/s11069-008-9340-5	Crossref
5870	10.1038/srep32177	Crossref
5871	10.1080/17451000.2011.639778	Crossref
5873	10.1016/j.jmarsys.2012.10.009	Crossref
5875	10.1002/2015JD024107	Crossref
5876	10.1007/s00338-009-0522-8	Crossref
5877	10.1002/2016JD025495	Crossref
5878	10.1002/2015GL067267	Crossref
5879	10.1007/s10584-016-1650-0	Crossref
5880	10.1056/NEJM199006213222504	Crossref
5881	10.1007/s00382-012-1466-1	Crossref
5882	10.1126/science.aac9819	Crossref
5883	10.1111/risa.13128	Crossref
5884	10.1175/Bams-D-13-00085.1	Crossref
5885	10.1175/Bams-D-12-00021.1	Crossref
5886	10.1002/2017JC012952	Crossref
5887	10.1002/2016EF000495	Crossref
5888	10.5194/tc-12-433-2018	Crossref
5889	10.1029/2005GL023390	Crossref
5891	10.1016/j.ecolecon.2017.04.028	Crossref
5892	10.1175/JCLI-D-15-0556.1	Crossref
5893	10.1038/nclimate1958	Crossref
5894	10.1080/08920753.2015.1030330	Crossref
5895	10.1016/S1095-6433(02)00045-4	Crossref
5896	10.1126/science.1135471	Crossref
5898	10.1029/2006JC003808	Crossref
5899	10.1038/nature12580	Crossref
5900	10.1175/JCLI-D-18-0138.1	Crossref
5902	10.1029/2018JC014574	Crossref
5903	10.15294/usej.v7i1.19536	Resource not found
5904	10.1007/s00382-017-3938-9	Crossref
5905	10.1175/BAMS-D-17-0095.1	Crossref
5906	10.1038/nclimate2554	Crossref
5907	10.1002/asl2.447	Crossref
5908	10.1007/s13753-017-0151-8	Crossref
5909	10.1007/s10584-011-0107-8	Crossref
5910	10.1002/2014GB005079	Crossref
5911	10.1007/s40070-013-0014-5	Crossref
5912	10.6057/2013TCRR03.04	ISTIC
5913	10.1038/s41467-018-08066-0	Crossref
5914	10.1371/journal.pone.0125177	Crossref
5915	10.1007/s00382-016-3279-0	Crossref
5916	10.1175/2007JCLI1824.1	Crossref
5918	10.1098/rsta.2016.0321	Crossref
5919	10.1126/science.1262005	Crossref
5920	10.1029/2009JC005619	Crossref
5921	10.1175/BAMS-D-18-0152.1	Crossref
5922	10.5194/cp-9-149-2013	Crossref
5923	10.1002/2017GL075888	Crossref
5924	10.1016/j.ijdrr.2013.12.008	Crossref
5925	10.1175/JCLI-D-14-00131.1	Crossref
5926	10.1038/ngeo2727	Crossref
5927	10.1007/s00382-017-3649-2	Crossref
5928	10.1029/2012GL053370	Crossref
5929	10.1175/JCLI-D-12-00827.1	Crossref
5931	10.1175/BAMS-D-16-0039.1	Crossref
5932	10.1038/srep26153	Crossref
